,ori,,,
1582891724205,121.91412,-17.185766,-5.327061,DATA
1582891724222,122.21979,-17.090355,-5.0178514,DATA
1582891724241,122.35504,-18.76915,-5.206392,DATA
1582891724264,122.35922,-19.577816,-4.6870737,DATA
1582891724286,122.39328,-19.924953,-4.5839314,DATA
1582891724305,122.405945,-19.067768,-4.454589,DATA
1582891724316,122.53958,-18.54503,-4.626264,DATA
1582891724336,122.60187,-18.785995,-4.217746,DATA
1582891724354,122.69614,-18.662098,-4.4926424,DATA
1582891724375,122.84653,-18.783747,-4.3537354,DATA
1582891724394,122.81619,-19.443316,-3.8934999,DATA
1582891724412,122.76138,-19.314995,-3.7695327,DATA
1582891724434,122.907715,-18.753223,-3.8150637,DATA
1582891724457,122.96448,-18.215132,-3.8528461,DATA
1582891724494,123.09558,-17.434118,-3.556689,DATA
1582891724497,123.31958,-18.058508,-3.6048005,DATA
1582891724508,123.04062,-20.083641,-3.0223145,DATA
1582891724547,123.048096,-19.55384,-3.219891,DATA
1582891724547,123.074036,-19.028355,-2.8850806,DATA
1582891724566,123.16385,-17.936424,-3.0201516,DATA
1582891724587,123.38733,-17.85674,-3.084283,DATA
1582891724605,123.28528,-18.641802,-2.5694308,DATA
1582891724626,123.57153,-17.70463,-2.9539902,DATA
1582891724647,123.49414,-19.572453,-2.2920525,DATA
1582891724670,123.50073,-18.565039,-2.3607888,DATA
1582891724683,123.50452,-19.305521,-2.0562692,DATA
1582891724712,123.44296,-19.281292,-2.1077247,DATA
1582891724719,123.576385,-17.680698,-1.9453851,DATA
1582891724738,123.69504,-18.1101,-1.7816749,DATA
1582891724758,123.448944,-20.613308,-1.5949398,DATA
1582891724779,123.41443,-18.67549,-1.2615106,DATA
1582891724800,123.661835,-16.0743,-1.612681,DATA
1582891724819,123.65936,-18.792055,-1.1238097,DATA
1582891724836,123.129395,-20.964437,-0.46758285,DATA
1582891724863,123.45148,-15.591665,-0.9524402,DATA
1582891724889,123.541504,-16.463797,-0.68160105,DATA
1582891724892,123.48096,-17.285368,-0.6022365,DATA
1582891724922,123.49579,-17.97222,-0.45267206,DATA
1582891724930,123.10834,-18.891068,0.33888525,DATA
1582891724951,123.427124,-16.814224,-0.4257258,DATA
1582891724969,123.28296,-16.791245,0.44618145,DATA
1582891724989,123.072174,-18.91955,0.5067528,DATA
1582891725009,123.04028,-17.389433,0.2535639,DATA
1582891725028,123.03357,-16.632793,0.64500415,DATA
1582891725050,123.026794,-17.37899,0.6149222,DATA
1582891725068,122.736206,-19.048046,1.2637619,DATA
1582891725085,122.590576,-18.388702,0.9518729,DATA
1582891725131,122.45361,-17.857924,1.5040275,DATA
1582891725131,122.38391,-17.59234,1.267491,DATA
1582891725142,122.303955,-18.010242,1.5338651,DATA
1582891725160,122.193756,-18.811132,1.5667927,DATA
1582891725179,122.17706,-18.55676,1.5928986,DATA
1582891725202,122.02765,-19.259527,1.7214768,DATA
1582891725221,121.92093,-19.031229,1.9116129,DATA
1582891725241,121.8136,-18.845692,1.9085542,DATA
1582891725261,121.62579,-20.476791,2.146405,DATA
1582891725306,121.42673,-19.494438,2.2186527,DATA
1582891725306,121.45975,-17.873522,2.0314562,DATA
1582891725314,121.44238,-19.039103,2.0202212,DATA
1582891725333,121.21527,-20.18546,2.1803744,DATA
1582891725352,121.19769,-18.385458,2.1140049,DATA
1582891725372,121.16467,-17.756292,2.1609051,DATA
1582891725393,121.11243,-18.85652,2.1447845,DATA
1582891725413,120.92392,-19.644173,2.375246,DATA
1582891725434,120.81775,-19.208965,2.294582,DATA
1582891725456,120.784454,-19.115635,2.0844798,DATA
1582891725491,120.59442,-18.732847,2.4720619,DATA
1582891725491,120.70685,-17.312538,1.810023,DATA
1582891725505,120.477356,-20.480272,2.3755932,DATA
1582891725525,120.192505,-19.167402,2.1814268,DATA
1582891725544,120.464874,-15.036514,1.8916316,DATA
1582891725566,120.50412,-18.089014,1.9427978,DATA
1582891725586,120.180664,-19.797436,1.8036833,DATA
1582891725604,120.244965,-18.104614,1.9878217,DATA
1582891725626,120.38782,-16.964128,1.5785922,DATA
1582891725644,120.321686,-17.58809,1.6668975,DATA
1582891725686,120.41965,-17.874384,1.4043151,DATA
1582891725686,120.190796,-19.2618,1.991135,DATA
1582891725698,120.08417,-19.215857,1.4459491,DATA
1582891725716,120.15314,-16.09634,1.6886241,DATA
1582891725735,120.17374,-16.950506,1.5505148,DATA
1582891725755,119.93033,-19.76818,1.3897587,DATA
1582891725778,119.99979,-17.946716,1.4214729,DATA
1582891725797,119.956024,-18.30435,1.4482592,DATA
1582891725818,119.84946,-19.111164,1.5205315,DATA
1582891725835,119.86081,-17.881393,1.2908505,DATA
1582891725876,119.81769,-17.453241,1.4052883,DATA
1582891725878,119.83014,-18.48248,1.1595879,DATA
1582891725890,119.63721,-18.25649,1.3615433,DATA
1582891725908,119.59473,-17.398432,1.3012744,DATA
1582891725928,119.57004,-17.523634,1.309231,DATA
1582891725948,119.3689,-18.26055,1.3057086,DATA
1582891725968,119.40759,-17.67029,1.036185,DATA
1582891725986,119.27249,-17.175207,1.3557428,DATA
1582891726009,119.39566,-16.924482,0.9566501,DATA
1582891726026,119.36398,-17.870483,1.1155022,DATA
1582891726043,119.06799,-19.149075,1.2642801,DATA
1582891726082,119.25723,-15.290953,0.776928,DATA
1582891726087,119.3779,-15.437339,1.096527,DATA
1582891726118,119.131836,-19.506697,0.76582706,DATA
1582891726119,118.93704,-18.178621,1.2446485,DATA
1582891726138,119.06006,-16.374258,0.85698587,DATA
1582891726159,118.99466,-18.199629,0.9931147,DATA
1582891726177,118.78027,-19.15207,0.91354316,DATA
1582891726200,118.81183,-18.019327,0.86339504,DATA
1582891726217,118.81122,-17.659565,0.67994505,DATA
1582891726258,118.997986,-16.742931,0.53712666,DATA
1582891726263,118.92224,-20.712421,0.86396635,DATA
1582891726274,118.52487,-20.445364,0.9906488,DATA
1582891726292,119.10126,-14.638992,0.305611,DATA
1582891726311,119.20056,-16.317926,0.53169054,DATA
1582891726332,118.89285,-21.460142,0.50748545,DATA
1582891726351,118.73468,-19.27538,0.5860789,DATA
1582891726370,118.97513,-16.075924,0.4073175,DATA
1582891726390,119.146484,-17.172943,0.124912314,DATA
1582891726408,118.79364,-20.210335,0.71008295,DATA
1582891726433,118.61746,-19.922771,0.47676295,DATA
1582891726448,118.57422,-17.24592,0.6062261,DATA
1582891726464,118.674774,-16.358816,0.35217535,DATA
1582891726484,118.480316,-19.129452,0.74831975,DATA
1582891726502,118.02429,-21.356598,0.8287777,DATA
1582891726521,118.173584,-16.352697,0.5224369,DATA
1582891726542,118.344574,-15.681187,0.42355835,DATA
1582891726562,118.2659,-17.793606,0.30341724,DATA
1582891726585,118.0596,-18.603168,0.53134847,DATA
1582891726602,117.84369,-19.395756,0.6404836,DATA
1582891726643,117.83142,-16.931274,0.6375533,DATA
1582891726643,117.84485,-15.962358,0.3785464,DATA
1582891726657,117.84851,-17.644007,0.19829959,DATA
1582891726685,117.47659,-19.197712,0.69651127,DATA
1582891726697,117.62833,-16.409601,0.10289387,DATA
1582891726714,117.551056,-16.739485,0.4479305,DATA
1582891726734,117.56329,-17.478308,-0.09846064,DATA
1582891726753,117.41107,-19.40151,0.16697447,DATA
1582891726775,117.00531,-19.76221,0.4814324,DATA
1582891726791,117.404236,-14.488578,-0.45308363,DATA
1582891726826,117.566284,-15.881959,-0.28881112,DATA
1582891726830,117.415344,-19.453815,-0.6303811,DATA
1582891726849,117.19702,-20.277588,-0.16658685,DATA
1582891726869,117.31152,-18.284492,-0.7035391,DATA
1582891726887,117.45227,-18.171486,-0.8275251,DATA
1582891726907,117.31821,-20.688309,-1.01709,DATA
1582891726925,117.25586,-19.595314,-1.1288342,DATA
1582891726945,117.47458,-16.957895,-1.356443,DATA
1582891726966,117.80975,-17.06181,-1.7548405,DATA
1582891726984,117.38312,-20.884008,-1.0910137,DATA
1582891727003,117.59424,-18.86431,-2.1590693,DATA
1582891727027,117.38843,-18.811293,-1.0630399,DATA
1582891727039,117.68811,-17.699566,-2.3906178,DATA
1582891727059,117.68176,-17.52377,-1.964254,DATA
1582891727093,117.69226,-18.496824,-2.361291,DATA
1582891727099,117.6608,-17.875761,-2.180435,DATA
1582891727117,117.87146,-17.223278,-2.4208632,DATA
1582891727138,117.64746,-19.823807,-2.3114734,DATA
1582891727158,117.60989,-16.741552,-2.50594,DATA
1582891727176,118.00961,-14.024456,-2.662264,DATA
1582891727218,118.19928,-15.119225,-2.9124095,DATA
1582891727218,118.022766,-17.687857,-2.560863,DATA
1582891727233,117.947876,-17.58283,-2.7482872,DATA
1582891727253,117.93576,-16.40187,-2.5637271,DATA
1582891727272,118.18631,-14.900799,-3.1923182,DATA
1582891727289,118.20145,-16.110144,-2.7258778,DATA
1582891727308,118.00345,-17.340548,-2.9046893,DATA
1582891727330,118.196655,-15.446629,-2.992748,DATA
1582891727352,118.20157,-15.609538,-2.9021897,DATA
1582891727367,118.204285,-17.168695,-2.825355,DATA
1582891727386,117.940125,-17.374792,-2.892807,DATA
1582891727419,118.245636,-15.339488,-3.0741498,DATA
1582891727424,118.29889,-15.812808,-3.0372572,DATA
1582891727442,118.2876,-17.223938,-3.1008203,DATA
1582891727466,118.086365,-18.745789,-2.9844265,DATA
1582891727493,118.07504,-17.364857,-3.0095,DATA
1582891727500,118.27612,-15.359512,-3.265991,DATA
1582891727521,118.41669,-16.672668,-3.1254056,DATA
1582891727541,118.18045,-18.709484,-3.26024,DATA
1582891727558,118.31842,-17.79739,-3.5711188,DATA
1582891727601,118.30682,-17.22222,-3.22341,DATA
1582891727602,118.52258,-16.184778,-3.6504395,DATA
1582891727615,118.59827,-18.370111,-3.656622,DATA
1582891727634,118.214966,-19.144436,-3.220898,DATA
1582891727659,118.575745,-16.183792,-4.023349,DATA
1582891727694,118.689575,-15.172147,-3.5131717,DATA
1582891727694,118.64447,-18.58279,-4.072361,DATA
1582891727712,118.27402,-17.233442,-3.4399745,DATA
1582891727731,119.05084,-14.586755,-4.3911014,DATA
1582891727750,118.97577,-15.24538,-3.9319985,DATA
1582891727785,119.22034,-16.390038,-4.3777485,DATA
1582891727788,118.65866,-18.955906,-3.5816915,DATA
1582891727807,119.36551,-14.632907,-4.6853127,DATA
1582891727828,119.37549,-14.7955265,-4.2400627,DATA
1582891727848,119.529816,-17.100279,-4.6137247,DATA
1582891727881,119.04498,-18.280836,-4.109872,DATA
1582891727884,119.49582,-15.39492,-4.67143,DATA
1582891727903,119.622345,-16.19427,-4.4250197,DATA
1582891727923,119.57892,-16.791811,-4.667051,DATA
1582891727942,119.73895,-16.589403,-4.8429914,DATA
1582891727986,119.69653,-15.976883,-4.4969006,DATA
1582891727986,120.23566,-14.060371,-4.898794,DATA
1582891727999,120.18616,-17.321247,-4.709281,DATA
1582891728017,120.03555,-18.73506,-4.8482614,DATA
1582891728036,120.064026,-17.326874,-4.736303,DATA
1582891728059,120.276184,-15.501662,-4.756548,DATA
1582891728077,120.65198,-15.178651,-5.3588142,DATA
1582891728101,120.72363,-16.843658,-4.955819,DATA
1582891728115,120.53656,-18.41917,-4.715795,DATA
1582891728135,120.54086,-17.904783,-4.819964,DATA
1582891728168,120.57681,-17.24961,-4.7394476,DATA
1582891728172,120.934784,-14.699183,-5.1060743,DATA
1582891728190,121.117645,-15.399444,-5.030645,DATA
1582891728209,121.28131,-15.922118,-5.3048935,DATA
1582891728229,121.22394,-17.205019,-4.5144253,DATA
1582891728252,121.15625,-18.153002,-4.801293,DATA
1582891728286,121.25186,-16.356089,-4.8921223,DATA
1582891728287,121.48059,-15.693177,-5.082441,DATA
1582891728306,121.55179,-15.71479,-4.7521253,DATA
1582891728325,121.91089,-14.968083,-5.1151156,DATA
1582891728368,121.923584,-17.519503,-5.1508293,DATA
1582891728368,121.686035,-17.991632,-4.114204,DATA
1582891728381,121.76428,-17.123667,-5.049824,DATA
1582891728400,121.80597,-16.857725,-4.56814,DATA
1582891728421,121.84314,-16.652609,-4.79337,DATA
1582891728442,122.18353,-15.02969,-4.939529,DATA
1582891728467,122.328125,-16.027262,-4.9400916,DATA
1582891728489,122.35922,-16.50044,-4.917791,DATA
1582891728499,122.40723,-17.097624,-4.4846077,DATA
1582891728517,122.06705,-18.873217,-4.551554,DATA
1582891728556,122.31717,-15.520476,-5.19851,DATA
1582891728557,122.65341,-12.564392,-4.81957,DATA
1582891728573,123.03467,-14.482424,-5.25557,DATA
1582891728592,122.65549,-18.544796,-5.0024014,DATA
1582891728611,122.87808,-15.3239765,-4.9101048,DATA
1582891728630,123.05286,-14.463078,-4.856108,DATA
1582891728655,123.081116,-16.206764,-5.156833,DATA
1582891728684,122.95813,-15.90928,-4.5519085,DATA
1582891728688,123.20615,-14.445147,-5.154496,DATA
1582891728707,123.628845,-12.944654,-5.3770757,DATA
1582891728729,123.74649,-14.578808,-5.0230412,DATA
1582891728746,123.38928,-16.57942,-4.6179953,DATA
1582891728766,123.65158,-14.935592,-5.032906,DATA
1582891728785,123.89166,-13.161949,-5.343704,DATA
1582891728804,124.05432,-13.484219,-4.9487,DATA
1582891728824,124.01489,-15.837545,-5.118057,DATA
1582891728847,123.831726,-15.583428,-4.687504,DATA
1582891728866,124.266174,-13.488974,-5.2969913,DATA
1582891728886,124.324615,-14.740331,-4.6839314,DATA
1582891728901,124.377625,-16.023008,-5.2748113,DATA
1582891728939,124.42282,-15.779944,-5.1010804,DATA
1582891728941,124.53482,-14.314383,-5.1429834,DATA
1582891728959,124.742676,-13.941282,-4.7966056,DATA
1582891728976,124.55475,-17.209805,-4.8950896,DATA
1582891728996,124.383026,-17.014835,-5.099379,DATA
1582891729018,124.90314,-11.321288,-5.122549,DATA
1582891729035,125.42462,-11.03686,-5.403744,DATA
1582891729061,125.27246,-14.844463,-5.2144246,DATA
1582891729090,125.10678,-16.62702,-4.9528513,DATA
1582891729093,125.095856,-14.469348,-4.937986,DATA
1582891729110,125.33777,-13.4117,-5.317195,DATA
1582891729131,125.31818,-13.343501,-5.203713,DATA
1582891729148,125.44949,-13.412705,-5.106403,DATA
1582891729169,125.58719,-13.573296,-5.2630596,DATA
1582891729188,125.563385,-14.224579,-5.1449256,DATA
1582891729207,125.6098,-14.524913,-4.9417024,DATA
1582891729228,125.30954,-15.601416,-4.854973,DATA
1582891729250,125.62164,-12.792528,-5.5488715,DATA
1582891729271,125.79877,-12.066972,-5.2440157,DATA
1582891729291,125.867065,-14.477324,-5.3010125,DATA
1582891729310,125.67334,-15.539732,-5.3408895,DATA
1582891729323,126.00543,-13.613016,-5.597943,DATA
1582891729340,126.06067,-14.1481285,-5.442567,DATA
1582891729360,126.23004,-14.172856,-5.6659904,DATA
1582891729381,126.0672,-16.163864,-5.5339236,DATA
1582891729399,126.24588,-14.187855,-5.8337617,DATA
1582891729422,126.55188,-12.436416,-5.988278,DATA
1582891729439,126.81409,-13.635567,-6.275533,DATA
1582891729467,126.59674,-15.891498,-5.9729857,DATA
1582891729486,126.831665,-14.030632,-6.426755,DATA
1582891729494,127.0921,-12.325311,-6.497526,DATA
1582891729524,127.26361,-13.668112,-6.360897,DATA
1582891729533,127.39453,-14.220244,-6.8226447,DATA
1582891729551,127.460205,-14.799188,-6.4775352,DATA
1582891729572,127.523254,-15.069237,-6.9219627,DATA
1582891729590,127.752014,-13.297002,-6.8770876,DATA
1582891729611,128.08432,-12.499796,-7.222151,DATA
1582891729629,128.11475,-14.767555,-7.058384,DATA
1582891729655,128.04703,-14.954064,-7.35923,DATA
1582891729669,128.3707,-12.66877,-7.3277326,DATA
1582891729712,128.65796,-12.906646,-7.5171885,DATA
1582891729712,128.66006,-14.960226,-7.5961666,DATA
1582891729724,128.99072,-13.051915,-8.041651,DATA
1582891729744,129.14496,-13.064482,-7.698617,DATA
1582891729763,129.36554,-13.59859,-8.039741,DATA
1582891729785,129.5061,-13.77842,-7.9393845,DATA
1582891729803,129.72272,-13.710392,-8.06745,DATA
1582891729823,130.00659,-13.535395,-8.436765,DATA
1582891729848,130.15924,-13.309965,-8.644709,DATA
1582891729883,130.52179,-11.98842,-8.618418,DATA
1582891729884,130.82913,-13.098829,-8.474127,DATA
1582891729899,130.83826,-15.183673,-9.087557,DATA
1582891729915,131.19543,-13.45785,-8.652827,DATA
1582891729935,131.62988,-12.661148,-9.4484215,DATA
1582891729954,132.04092,-12.94123,-9.518838,DATA
1582891729974,132.28351,-14.025119,-9.450587,DATA
1582891729995,132.35321,-14.814178,-9.313298,DATA
1582891730013,132.84442,-13.061593,-9.71682,DATA
1582891730036,133.29272,-12.701044,-10.072014,DATA
1582891730058,133.53827,-14.276725,-10.069963,DATA
1582891730071,133.52142,-15.544491,-9.6885395,DATA
1582891730109,133.97906,-13.835886,-10.634808,DATA
1582891730109,134.43369,-11.827912,-10.406073,DATA
1582891730129,135.02774,-12.079261,-10.521089,DATA
1582891730147,135.16135,-15.565601,-10.371735,DATA
1582891730167,135.06348,-16.630402,-10.596603,DATA
1582891730186,135.71014,-12.389724,-10.909566,DATA
1582891730205,136.16791,-11.438696,-10.70051,DATA
1582891730226,136.62637,-13.252419,-11.010713,DATA
1582891730244,136.3584,-17.42383,-10.477987,DATA
1582891730292,136.6922,-15.128532,-11.177963,DATA
1582891730292,137.04364,-13.219198,-10.790332,DATA
1582891730300,137.76758,-11.886909,-11.422197,DATA
1582891730319,137.86151,-14.836074,-10.966861,DATA
1582891730339,137.96146,-15.419632,-11.343582,DATA
1582891730360,138.32568,-13.479035,-11.153245,DATA
1582891730381,138.74063,-12.742833,-11.2714405,DATA
1582891730397,138.96936,-14.162667,-10.744385,DATA
1582891730418,139.02283,-15.515793,-11.124434,DATA
1582891730436,139.5441,-13.99677,-11.4380865,DATA
1582891730478,139.67654,-15.432869,-11.030662,DATA
1582891730478,140.13348,-14.586311,-11.62413,DATA
1582891730491,140.50287,-13.19857,-11.126636,DATA
1582891730512,141.14667,-13.879948,-11.679863,DATA
1582891730529,140.90921,-16.896526,-11.339561,DATA
1582891730550,141.61823,-12.502486,-11.818257,DATA
1582891730571,141.96204,-12.5741825,-11.135763,DATA
1582891730588,142.2331,-15.528519,-11.969262,DATA
1582891730608,142.39017,-14.430453,-11.251564,DATA
1582891730626,142.91418,-13.100734,-11.417042,DATA
1582891730669,143.50015,-13.646706,-11.654752,DATA
1582891730671,143.72601,-15.033764,-11.547078,DATA
1582891730687,143.94598,-15.45139,-11.443717,DATA
1582891730701,144.52502,-13.0613575,-11.440355,DATA
1582891730721,144.95267,-14.103896,-11.5062275,DATA
1582891730740,145.1278,-15.211292,-11.390065,DATA
1582891730760,145.66339,-14.495212,-11.276651,DATA
1582891730780,145.8609,-15.229949,-11.128281,DATA
1582891730799,146.3706,-14.426189,-11.617113,DATA
1582891730818,146.56024,-14.645896,-10.41791,DATA
1582891730864,146.80133,-15.845872,-10.977739,DATA
1582891730866,147.18353,-14.737182,-10.905389,DATA
1582891730874,147.41248,-14.622314,-10.561243,DATA
1582891730893,147.62866,-15.68359,-10.22602,DATA
1582891730913,147.72421,-16.263351,-10.19036,DATA
1582891730933,147.95331,-15.08297,-10.1824255,DATA
1582891730953,148.50653,-12.15922,-10.21632,DATA
1582891730971,148.7876,-14.195244,-9.610266,DATA
1582891730994,148.764,-16.299747,-9.088377,DATA
1582891731010,148.75177,-16.880949,-9.056186,DATA
1582891731030,149.07135,-14.337213,-8.761607,DATA
1582891731066,149.29135,-14.004381,-8.721991,DATA
1582891731068,149.37436,-15.1193285,-8.3512335,DATA
1582891731088,149.53772,-15.417187,-8.30526,DATA
1582891731104,149.56848,-15.132248,-7.814252,DATA
1582891731125,149.86792,-12.830749,-7.751853,DATA
1582891731145,150.10492,-12.534065,-7.3447175,DATA
1582891731164,150.02496,-15.425943,-6.9143934,DATA
1582891731185,149.75174,-16.446863,-6.4479938,DATA
1582891731201,150.0119,-13.304407,-6.5169134,DATA
1582891731249,150.1264,-12.637561,-5.8868546,DATA
1582891731250,150.34943,-13.465124,-6.0697565,DATA
1582891731260,150.21353,-16.402702,-5.508683,DATA
1582891731277,150.28928,-15.1842,-5.3287683,DATA
1582891731296,150.34857,-14.463136,-5.0275335,DATA
1582891731316,150.3086,-15.278949,-4.7024646,DATA
1582891731336,150.33075,-14.85901,-4.4083905,DATA
1582891731357,150.34674,-15.280173,-4.1397195,DATA
1582891731378,150.33353,-15.776453,-4.025072,DATA
1582891731395,150.26837,-15.186304,-3.5288885,DATA
1582891731413,150.41125,-14.321243,-3.384019,DATA
1582891731448,150.26917,-15.985227,-2.8129728,DATA
1582891731451,150.21127,-16.716347,-2.8169932,DATA
1582891731475,150.19095,-15.316289,-2.3385148,DATA
1582891731488,150.16989,-14.829947,-2.190654,DATA
1582891731508,150.16351,-14.649516,-1.9982088,DATA
1582891731528,150.00012,-16.003157,-1.6938965,DATA
1582891731546,149.70374,-16.765467,-1.0373123,DATA
1582891731569,149.63776,-14.801464,-1.052946,DATA
1582891731589,149.54166,-14.394574,-0.7031522,DATA
1582891731626,149.35855,-15.249733,-0.4013132,DATA
1582891731626,149.15839,-15.437032,-0.19217074,DATA
1582891731643,149.04779,-14.40739,0.050287697,DATA
1582891731666,148.8482,-14.400962,0.25240898,DATA
1582891731680,148.73676,-14.596159,0.34733024,DATA
1582891731699,148.39203,-16.357056,1.0104467,DATA
1582891731720,148.21094,-14.830422,0.98944265,DATA
1582891731739,148.10034,-13.2118635,0.8701832,DATA
1582891731763,148.01721,-13.199199,0.73050773,DATA
1582891731782,147.67651,-14.86821,1.367272,DATA
1582891731797,147.55371,-15.008573,1.3204272,DATA
1582891731826,147.25525,-15.601402,1.7843374,DATA
1582891731833,147.17395,-14.008912,1.5501846,DATA
1582891731855,147.06277,-13.765066,1.5550746,DATA
1582891731890,146.90265,-14.363164,1.4137781,DATA
1582891731893,146.77936,-15.420118,1.4629455,DATA
1582891731911,146.53622,-14.733814,1.8032556,DATA
1582891731931,146.6651,-13.883088,1.1741396,DATA
1582891731953,146.51901,-15.561968,1.8943598,DATA
1582891731970,146.45245,-16.375904,1.1451313,DATA
1582891732017,146.61462,-12.8211355,1.0604633,DATA
1582891732018,146.59286,-12.386073,0.9657289,DATA
1582891732026,146.5617,-14.87583,0.9027011,DATA
1582891732049,146.42014,-16.437828,1.062792,DATA
1582891732075,146.33008,-15.005318,1.0157275,DATA
1582891732085,146.56738,-12.54024,0.3161704,DATA
1582891732102,146.4187,-14.899948,0.6733916,DATA
1582891732122,146.52637,-14.237014,-0.22332858,DATA
1582891732144,146.47266,-14.300599,0.45256197,DATA
1582891732160,146.53845,-15.220328,-0.18821514,DATA
1582891732203,146.59009,-14.780263,0.046419248,DATA
1582891732204,146.548,-15.58787,-0.082849376,DATA
1582891732217,146.6148,-15.21979,-0.5256677,DATA
1582891732236,146.64447,-14.497082,-0.24847582,DATA
1582891732260,146.77905,-15.206542,-0.80595905,DATA
1582891732276,146.63336,-17.136433,-0.22232963,DATA
1582891732296,146.909,-15.553058,-1.064226,DATA
1582891732314,146.97247,-15.77673,-0.9329956,DATA
1582891732335,146.9986,-17.659765,-1.2155297,DATA
1582891732354,146.92511,-17.456219,-0.97230786,DATA
1582891732373,147.09558,-15.316667,-1.4483389,DATA
1582891732402,147.15918,-15.661702,-1.2760371,DATA
1582891732409,147.20624,-16.31417,-1.5019577,DATA
1582891732427,147.31647,-16.358633,-1.5792284,DATA
1582891732453,147.35388,-17.328526,-1.4220915,DATA
1582891732481,147.51709,-15.112068,-1.8410976,DATA
1582891732487,147.76093,-14.376971,-1.8457613,DATA
1582891732505,147.7829,-17.153614,-1.6580379,DATA
1582891732526,147.80356,-16.13316,-2.0773673,DATA
1582891732544,148.13092,-13.459639,-2.3076377,DATA
1582891732586,148.29407,-14.50664,-2.2649736,DATA
1582891732587,148.32202,-15.42986,-2.3719447,DATA
1582891732600,148.3725,-15.398761,-2.271364,DATA
1582891732619,148.2843,-16.151405,-2.1211364,DATA
1582891732642,148.41135,-14.213546,-2.2202778,DATA
1582891732661,148.46411,-13.823461,-2.2267833,DATA
1582891732688,148.42957,-15.436012,-2.227115,DATA
1582891732696,148.50293,-14.422517,-2.2500997,DATA
1582891732715,148.52646,-14.333156,-2.3761683,DATA
1582891732734,148.55118,-14.304619,-2.1407225,DATA
1582891732762,148.55072,-14.981197,-2.093189,DATA
1582891732773,148.61148,-14.823707,-2.2846446,DATA
1582891732791,148.76343,-13.706055,-2.3579733,DATA
1582891732811,148.82648,-15.283452,-2.5802226,DATA
1582891732832,148.87457,-14.457321,-2.2474985,DATA
1582891732856,149.01392,-14.678001,-2.4943073,DATA
1582891732882,148.992,-16.123106,-2.1026804,DATA
1582891732888,149.17294,-14.794571,-2.6082494,DATA
1582891732908,149.24841,-14.736838,-2.0453253,DATA
1582891732927,149.27051,-15.460814,-2.362796,DATA
1582891732970,149.40857,-15.558419,-2.17021,DATA
1582891732970,149.31934,-16.132914,-1.7964723,DATA
1582891732985,149.43756,-16.271732,-2.0112545,DATA
1582891733004,149.46674,-15.533271,-1.8011062,DATA
1582891733023,149.62769,-14.228912,-1.9577,DATA
1582891733047,149.68726,-15.284869,-1.573426,DATA
1582891733084,149.6347,-16.393934,-1.703225,DATA
1582891733084,149.81824,-15.599437,-1.4737824,DATA
1582891733099,149.77802,-16.389093,-1.3989604,DATA
1582891733119,149.7752,-16.044477,-1.0619426,DATA
1582891733146,149.80603,-15.081893,-1.2363262,DATA
1582891733158,149.70502,-16.74687,-0.8832844,DATA
1582891733177,149.57275,-17.275436,-0.48876187,DATA
1582891733196,149.56793,-15.635577,-0.49847516,DATA
1582891733216,149.53625,-15.22699,-0.111712076,DATA
1582891733238,149.4418,-16.795568,-0.011470451,DATA
1582891733270,149.17816,-17.22338,0.31473458,DATA
1582891733272,149.25842,-15.137417,0.23819628,DATA
1582891733290,149.08972,-15.95615,0.8753435,DATA
1582891733312,148.91168,-16.009254,0.79442304,DATA
1582891733331,148.8404,-15.675902,0.8572265,DATA
1582891733359,148.69363,-15.024393,1.1571882,DATA
1582891733369,148.47534,-15.551036,1.3199642,DATA
1582891733387,148.42075,-13.988195,1.4726043,DATA
1582891733406,148.06091,-17.144085,2.1640315,DATA
1582891733426,147.87158,-16.544046,2.001104,DATA
1582891733446,147.78119,-13.832872,2.1088388,DATA
1582891733465,147.75916,-12.904121,1.723334,DATA
1582891733487,147.51135,-14.393684,2.2639725,DATA
1582891733501,147.40216,-16.190664,2.235205,DATA
1582891733536,147.22644,-15.601679,2.5788176,DATA
1582891733540,147.09506,-15.557112,2.5304446,DATA
1582891733561,146.99213,-16.434566,2.6141043,DATA
1582891733578,146.89975,-14.484878,2.4540393,DATA
1582891733599,146.90009,-12.814228,2.1904798,DATA
1582891733620,146.88177,-14.135509,2.4022536,DATA
1582891733639,146.64615,-16.837156,2.6126149,DATA
1582891733675,146.60559,-16.552488,2.5308726,DATA
1582891733677,146.56589,-14.295069,2.5492098,DATA
1582891733693,146.6037,-13.836551,1.9909464,DATA
1582891733725,146.48895,-14.614095,2.2416825,DATA
1582891733733,146.42682,-15.692855,2.1420825,DATA
1582891733752,146.38852,-15.871882,2.28439,DATA
1582891733771,146.28613,-16.740072,2.1897616,DATA
1582891733791,146.24051,-16.233725,2.202885,DATA
1582891733811,146.18604,-13.478319,2.076811,DATA
1582891733829,146.36743,-12.879943,1.6732551,DATA
1582891733857,146.22241,-17.485321,1.9927809,DATA
1582891733870,146.31976,-14.985393,1.8917539,DATA
1582891733895,146.11963,-16.783749,2.1546767,DATA
1582891733919,146.44684,-14.380313,1.1711122,DATA
1582891733924,146.40689,-14.282762,1.6433606,DATA
1582891733943,146.55505,-14.6769085,1.0619013,DATA
1582891733962,146.31787,-17.3987,1.7706722,DATA
1582891733982,146.20526,-16.817963,1.6478641,DATA
